annee;UAI;libelle;region;dont_apprentis_eple;taux_poursuite_etudes;taux_emploi_6_mois;taux_emploi_6_mois_attendu;va_emploi_6_mois;taux_emploi_12_mois;taux_emploi_18_mois;taux_emploi_24_mois;Part en poursuite d'études;Part en emploi 6 mois après la sortie;Part des autres situations
cumul 2019-2020;0740062R;Lycée professionnel A.Gordini;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;37.0;54.0;47.0;6.0;64.0;;;;;
cumul 2019-2020;0740098E;Lycée général et technologique privé Saint Joseph;AUVERGNE-RHONE-ALPES;ensemble;39.0;63.0;57.0;6.0;60.0;;;;;
cumul 2019-2020;0741669M;Lycee polyvalent René Frison Roche;AUVERGNE-RHONE-ALPES;ensemble;50.0;25.0;37.0;-12.0;50.0;;;;;
cumul 2019-2020;0750707L;Lycée technologique Ecole Nationale de Commerce;ILE-DE-FRANCE;ensemble;41.0;56.0;52.0;4.0;60.0;;;;;
cumul 2019-2020;0750793E;Lycée Professionnel Beaugrenelle - Lycée des métiers de la communication et de la gestion d'entreprise;ILE-DE-FRANCE;ensemble;50.0;39.0;40.0;-2.0;30.0;;;;;
cumul 2019-2020;0752845K;Lycée professionnel Théophile Gautier;ILE-DE-FRANCE;ensemble;46.0;32.0;31.0;1.0;33.0;;;;;
cumul 2019-2020;0752846L;Lycée Professionnel Erik Satie;ILE-DE-FRANCE;ensemble;49.0;45.0;39.0;6.0;45.0;;;;;
cumul 2019-2020;0753350J;Lycée professionnel Maria Deraismes;ILE-DE-FRANCE;dont élèves en voie pro sco;49.0;32.0;27.0;4.0;30.0;;;;;
cumul 2019-2020;0754475G;Lycée polyvalent Léonard de Vinci - Lycée des métiers du bois;ILE-DE-FRANCE;dont élèves en voie pro sco;43.0;42.0;43.0;-1.0;43.0;;;;;
cumul 2019-2020;0760093N;Lycée général Camille Saint-Saëns;NORMANDIE;ensemble;26.0;38.0;50.0;-12.0;42.0;;;;;
cumul 2019-2020;0760132F;Lycée professionnel Jules Siegfried - Lycée des métiers des sciences du numérique et de l'innovation technologique;NORMANDIE;ensemble;56.0;31.0;29.0;1.0;43.0;;;;;
cumul 2019-2020;0761710W;Lycée général et technologique privé Saint Joseph;NORMANDIE;ensemble;21.0;32.0;44.0;-12.0;29.0;;;;;
cumul 2019-2020;0771997C;Lycée professionnel Jacques Prévert - Lycée des métiers des systèmes électroniques numériques et de l'électrotechnique;ILE-DE-FRANCE;dont apprentis;;;;;;;;;;
cumul 2019-2020;0772244W;Lycée polyvalent Antonin Carême - Lycée des métiers de l'hôtellerie et de la restauration;ILE-DE-FRANCE;dont apprentis;;;;;;;;;;
cumul 2019-2020;0772275E;Lycée polyvalent privé Maurice Rondeau - Lycée des métiers de l'électronique et de la maintenance;ILE-DE-FRANCE;ensemble;56.0;43.0;39.0;4.0;49.0;;;;;
cumul 2019-2020;0782603F;Lycée professionnel Jacques Prévert;ILE-DE-FRANCE;dont apprentis;43.0;37.0;44.0;-7.0;41.0;;;;;
cumul 2019-2020;0790007D;Lycée d'enseignement général et technologique Maurice Genevoix;NOUVELLE-AQUITAINE;ensemble;38.0;67.0;62.0;5.0;73.0;;;;;
cumul 2019-2020;0790036K;Lycée général et technologique Cité scolaire Jean Moulin;NOUVELLE-AQUITAINE;dont élèves en voie pro sco;33.0;73.0;61.0;12.0;65.0;;;;;
cumul 2019-2020;0810012Y;Lycée polyvalent Jean Jaurès;OCCITANIE;dont élèves en voie pro sco;57.0;51.0;39.0;12.0;58.0;;;;;
cumul 2019-2020;0810018E;Lycée professionnel Anne Veaute - Lycée des métiers du paramédical et du tertiaire;OCCITANIE;ensemble;54.0;54.0;47.0;8.0;56.0;;;;;
cumul 2019-2020;0830960T;Lycée professionnel Gallieni - Lycée des métiers de la conduite, du transport et de la logistique;PROVENCE-ALPES-COTE D'AZUR;ensemble;35.0;41.0;37.0;4.0;56.0;;;;;
cumul 2019-2020;0831444U;Lycée polyvalent privé Sainte Jeanne d'Arc;PROVENCE-ALPES-COTE D'AZUR;ensemble;33.0;38.0;35.0;4.0;53.0;;;;;
cumul 2019-2020;0840044S;SEP. VICTOR HUGO;PROVENCE-ALPES-COTE D'AZUR;ensemble;54.0;33.0;35.0;-3.0;47.0;;;;;
cumul 2019-2020;0850079Z;Lycée général et technologique privé Notre-Dame de la Tourtelière;PAYS DE LA LOIRE;ensemble;26.0;60.0;60.0;;60.0;;;;;
cumul 2019-2020;0851390Z;Lycée polyvalent Léonard de Vinci;PAYS DE LA LOIRE;ensemble;42.0;41.0;45.0;-5.0;53.0;;;;;
cumul 2019-2020;0910631S;Lycée professionnel Jean Monnet, lycée des métiers des services aux entreprises;ILE-DE-FRANCE;dont apprentis;;;;;;;;;;
cumul 2019-2020;0912364A;Lycée polyvalent Nikola Tesla;ILE-DE-FRANCE;ensemble;48.0;45.0;42.0;2.0;48.0;;;;;
cumul 2019-2020;0920141D;Lycée polyvalent Joliot-Curie;ILE-DE-FRANCE;ensemble;39.0;43.0;42.0;;47.0;;;;;
cumul 2019-2020;0921505L;Lycée professionnel Louis Dardenne;ILE-DE-FRANCE;ensemble;59.0;29.0;29.0;1.0;29.0;;;;;
cumul 2019-2020;0921594H;Lycée général et technologique Michel Ange;ILE-DE-FRANCE;ensemble;28.0;44.0;52.0;-8.0;50.0;;;;;
cumul 2019-2020;0932046U;Lycée polyvalent Léonard de Vinci - Lycée des métiers du transport;ILE-DE-FRANCE;dont apprentis;25.0;62.0;68.0;-6.0;62.0;;;;;
cumul 2019-2020;0932121A;Lycée polyvalent Suger - Lycée des métiers de l'image et du son;ILE-DE-FRANCE;ensemble;47.0;34.0;34.0;1.0;41.0;;;;;
cumul 2019-2020;0932282A;Lycée polyvalent Léo Lagrange;ILE-DE-FRANCE;ensemble;58.0;32.0;31.0;1.0;30.0;;;;;
cumul 2019-2020;0941952L;Lycée polyvalent François Arago;ILE-DE-FRANCE;dont élèves en voie pro sco;47.0;46.0;37.0;9.0;42.0;;;;;
cumul 2019-2020;0951673C;Lycée polyvalent Gustave Eiffel, Lycée des métiers de l'électricité et des services aux entreprises;ILE-DE-FRANCE;dont apprentis;52.0;43.0;47.0;-3.0;40.0;;;;;
cumul 2019-2020;0951722F;Lycée polyvalent Jean Monnet;ILE-DE-FRANCE;ensemble;25.0;43.0;55.0;-12.0;36.0;;;;;
cumul 2019-2020;0951787B;Lycée polyvalent Arthur Rimbaud, lycée de métiers de l'automobile, du commerce et de la logistique;ILE-DE-FRANCE;ensemble;41.0;26.0;38.0;-12.0;38.0;;;;;
cumul 2019-2020;9720430K;Lycée professionnel;MARTINIQUE;ensemble;45.0;16.0;19.0;-3.0;21.0;;;;;
cumul 2019-2020;9720692V;Lycée général et technologique du Nord Atlantique;MARTINIQUE;ensemble;39.0;12.0;24.0;-12.0;22.0;;;;;
cumul 2019-2020;9720825P;LYCEE GENERAL ET TECHNOLOGIQUE PAULETTE NARDAL EX Centre Sud;MARTINIQUE;ensemble;69.0;;;;;;;;;
cumul 2019-2020;9730094P;Lycée professionnel Jean-Marie Michotte - Lycée des métiers de la maintenance automobile et industrielle;GUYANE;ensemble;36.0;19.0;17.0;2.0;23.0;;;;;
cumul 2019-2020;9730421V;Lycée polyvalent Léopold Elfort;GUYANE;ensemble;36.0;4.0;7.0;-4.0;5.0;;;;;
cumul 2019-2020;9740002J;Lycée polyvalent Roland Garros;LA REUNION;ensemble;46.0;23.0;21.0;2.0;31.0;;;;;
cumul 2019-2020;9740045F;Lycée polyvalent Antoine de Saint-Exupéry;LA REUNION;ensemble;43.0;22.0;20.0;2.0;32.0;;;;;
cumul 2019-2020;9740934X;Lycée professionnel Paul Langevin;LA REUNION;ensemble;52.0;11.0;9.0;2.0;18.0;;;;;
cumul 2019-2020;9741050Y;Lycée général et technologique Louis Payen;LA REUNION;ensemble;43.0;33.0;39.0;-6.0;35.0;;;;;
cumul 2019-2020;0010001W;Lycée professionnel Alexandre Bérard - Lycée des métiers de l'énergie et de l'habitat;AUVERGNE-RHONE-ALPES;ensemble;51.0;41.0;36.0;4.0;51.0;;;;;
cumul 2019-2020;0010016M;Lycée polyvalent Joseph-Marie Carriat;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;51.0;62.0;52.0;10.0;68.0;;;;;
cumul 2019-2020;0021476U;Lycée polyvalent Léonard De Vinci - Lycée des métiers des éco-sciences et des éco-technologies;HAUTS-DE-FRANCE;ensemble;49.0;41.0;37.0;3.0;48.0;;;;;
cumul 2019-2020;0030051P;Lycée général et technologique Albert Londres - Lycée des métiers du bois, des énergies et des services aux organisations;AUVERGNE-RHONE-ALPES;ensemble;48.0;47.0;53.0;-6.0;61.0;;;;;
cumul 2019-2020;0060774J;Lycée polyvalent privé Saint Joseph;PROVENCE-ALPES-COTE D'AZUR;ensemble;35.0;37.0;49.0;-12.0;30.0;;;;;
cumul 2019-2020;0071351F;Lycée polyvalent Xavier Mallet;AUVERGNE-RHONE-ALPES;ensemble;47.0;41.0;34.0;6.0;49.0;;;;;
cumul 2019-2020;0080008R;Lycée polyvalent François Bazin - Lycée des métiers des technologies industrielles et de l'énergie;GRAND EST;dont élèves en voie pro sco;54.0;37.0;47.0;-10.0;52.0;;;;;
cumul 2019-2020;0120096P;Lycée professionnel du bâtiment - Lycée des métiers du bois et de l'habitat;OCCITANIE;ensemble;56.0;52.0;45.0;6.0;55.0;;;;;
cumul 2019-2020;0121178R;Etablissement régional d'enseignement adapté Villefranche-de-Rouergue;OCCITANIE;ensemble;40.0;29.0;36.0;-7.0;23.0;;;;;
cumul 2019-2020;0130006L;Lycée professionnel Gambetta - Lycée des métiers du tertiaire;PROVENCE-ALPES-COTE D'AZUR;ensemble;47.0;41.0;38.0;2.0;45.0;;;;;
cumul 2019-2020;0130006L;Lycée professionnel Gambetta - Lycée des métiers du tertiaire;PROVENCE-ALPES-COTE D'AZUR;dont élèves en voie pro sco;47.0;39.0;38.0;1.0;43.0;;;;;
cumul 2019-2020;0130170P;Section d'Enseignement Professionnel du LPO Vauvenargues;PROVENCE-ALPES-COTE D'AZUR;dont apprentis;;;;;;;;;;
cumul 2019-2020;0130172S;SEP LEONARD DE VINCI;PROVENCE-ALPES-COTE D'AZUR;dont apprentis;20.0;40.0;52.0;-12.0;38.0;;;;;
cumul 2019-2020;0141796B;Lycée général et technologique Salvador Allende;NORMANDIE;ensemble;36.0;56.0;59.0;-3.0;62.0;;;;;
cumul 2019-2020;0142133T;Lycée polyvalent Pierre Simon de Laplace -Lycée des métiers de l'habitat et des travaux publics;NORMANDIE;dont apprentis;;;;;;;;;;
cumul 2019-2020;0150747F;Lycée polyvalent - Lycée des métiers de l'eau et de la gestion comptable;AUVERGNE-RHONE-ALPES;ensemble;32.0;;;;;;;;;
cumul 2019-2020;0161095D;Lycée d'enseignement général et technologique Image et son - Lycée des métiers de l'image, du son et de la communication;NOUVELLE-AQUITAINE;ensemble;39.0;31.0;41.0;-10.0;42.0;;;;;
cumul 2019-2020;0170058W;Lycée général et technologique Bellevue;NOUVELLE-AQUITAINE;ensemble;32.0;44.0;50.0;-5.0;65.0;;;;;
cumul 2019-2020;0180007K;Lycée général et technologique Jacques Coeur;CENTRE-VAL DE LOIRE;ensemble;44.0;57.0;52.0;5.0;65.0;;;;;
cumul 2019-2020;0210017E;Lycée général et technologique Montchapet;BOURGOGNE-FRANCHE-COMTE;dont élèves en voie pro sco;43.0;58.0;58.0;;56.0;;;;;
cumul 2019-2020;0220075M;Lycée  professionnel Jean Monnet - Lycée des métiers du bâtiment et de l'art de la pierre;BRETAGNE;ensemble;48.0;52.0;47.0;5.0;70.0;;;;;
cumul 2019-2020;0230018V;Lycée des Métiers du Bâtiment;NOUVELLE-AQUITAINE;ensemble;46.0;61.0;58.0;4.0;70.0;;;;;
cumul 2019-2020;0241125T;Lycée polyvalent Antoine de Saint-Exupéry;NOUVELLE-AQUITAINE;ensemble;53.0;12.0;24.0;-12.0;29.0;;;;;
cumul 2019-2020;0260074P;Lycée technologique privé Montplaisir;AUVERGNE-RHONE-ALPES;ensemble;26.0;72.0;60.0;12.0;79.0;;;;;
cumul 2019-2020;0261100E;Lycée Professionnel Amblard - Lycée des métiers d'art, de la bijouterie-joaillerie;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;57.0;35.0;36.0;-1.0;42.0;;;;;
cumul 2019-2020;0271070S;Lycée polyvalent privé Notre-Dame;NORMANDIE;ensemble;50.0;38.0;42.0;-4.0;43.0;;;;;
cumul 2019-2020;0271268G;Lycée professionnel Aristide Briand;NORMANDIE;ensemble;54.0;31.0;36.0;-5.0;36.0;;;;;
cumul 2019-2020;0280019U;Lycée général et technologique Rotrou;CENTRE-VAL DE LOIRE;dont apprentis;;;;;;;;;;
cumul 2019-2020;0280659P;Etablissement régional d'enseignement adapté;CENTRE-VAL DE LOIRE;ensemble;28.0;41.0;30.0;11.0;41.0;;;;;
cumul 2019-2020;0280687V;Lycée professionnel privé de Couasnon - Lycée des métiers des services à la personne et à l'entreprise;CENTRE-VAL DE LOIRE;ensemble;43.0;28.0;26.0;2.0;39.0;;;;;
cumul 2019-2020;0290156M;Lycée général et technologique privé Saint Louis;BRETAGNE;ensemble;35.0;50.0;49.0;1.0;62.0;;;;;
cumul 2019-2020;0290200K;Lycée professionnel privé Le Porsmeur - Lycée des métiers de la vente et du sanitaire et social;BRETAGNE;ensemble;48.0;25.0;32.0;-7.0;39.0;;;;;
cumul 2019-2020;0310057U;Lycée professionnel Hélène Boucher - Lycée des métiers des soins à la personne;OCCITANIE;ensemble;53.0;44.0;43.0;1.0;52.0;;;;;
cumul 2019-2020;0312686B;Lycée Polyvalent Saint-Exupéry - Lycée des métiers de la productique et de la maintenance aéronautique;OCCITANIE;dont apprentis;23.0;58.0;65.0;-7.0;71.0;;;;;
cumul 2019-2020;0330069W;Lycée professionnel La Morlette : Lycée des métiers des soins et des services à la personne;NOUVELLE-AQUITAINE;ensemble;47.0;42.0;40.0;1.0;49.0;;;;;
cumul 2019-2020;0330135T;Lycée polyvalent Alfred Kastler;NOUVELLE-AQUITAINE;ensemble;41.0;45.0;50.0;-5.0;51.0;;;;;
cumul 2019-2020;0332344U;Lycée professionnel Henri Brulle;NOUVELLE-AQUITAINE;dont élèves en voie pro sco;47.0;23.0;27.0;-4.0;34.0;;;;;
cumul 2019-2020;0332744D;Lycée général et technologique Elie Faure;NOUVELLE-AQUITAINE;dont élèves en voie pro sco;38.0;65.0;59.0;6.0;68.0;;;;;
cumul 2019-2020;0340061G;Lycée professionnel Charles Alliès, lycée des métiers du commerce et de la maintenance des matériels;OCCITANIE;dont apprentis;15.0;73.0;80.0;-7.0;86.0;;;;;
cumul 2019-2020;0340069R;Lycée professionnel Jacques Brel, lycée des métiers de la moto;OCCITANIE;dont élèves en voie pro sco;39.0;32.0;28.0;4.0;48.0;;;;;
cumul 2019-2020;0350005R;Lycée polyvalent Yvon-Bourges;BRETAGNE;dont apprentis;;;;;;;;;;
cumul 2019-2020;0350791V;Lycée polyvalent privé Marcel Callo - Lycée des métiers de l'industrie, de l'automobile et de l'aéronautique;BRETAGNE;ensemble;70.0;51.0;46.0;5.0;62.0;;;;;
cumul 2019-2020;0360505D;Lycée polyvalent privé Saint Cyr-Sainte Julitte;CENTRE-VAL DE LOIRE;ensemble;42.0;;;;;;;;;
cumul 2019-2020;0370016S;Lycée polyvalent Thérèse Planiol - Lycée des métiers du service et de la production;CENTRE-VAL DE LOIRE;dont élèves en voie pro sco;37.0;31.0;32.0;-1.0;44.0;;;;;
cumul 2019-2020;0380049X;Lycée polyvalent de la matheysine;AUVERGNE-RHONE-ALPES;ensemble;48.0;35.0;37.0;-2.0;47.0;;;;;
cumul 2019-2020;0380081G;Lycée polyvalent Ella Fitzgerald;AUVERGNE-RHONE-ALPES;ensemble;44.0;44.0;44.0;;50.0;;;;;
cumul 2019-2020;0381678T;Lycée Polyvalent privé Robin;AUVERGNE-RHONE-ALPES;ensemble;41.0;63.0;58.0;5.0;67.0;;;;;
cumul 2019-2020;0382203N;Lycée polyvalent Pablo Neruda - Lycée des métiers de l'électricité et de ses environnements connectés;AUVERGNE-RHONE-ALPES;dont apprentis;12.0;71.0;77.0;-6.0;86.0;;;;;
cumul 2019-2020;0382274R;Lycée professionnel Françoise Dolto - Lycée des métiers de la santé et du social;AUVERGNE-RHONE-ALPES;dont apprentis;;;;;;;;;;
cumul 2019-2020;0382440W;Lycée polyvalent Léonard de Vinci - Lycée des métiers de l'audiovisuel et du design;AUVERGNE-RHONE-ALPES;dont apprentis;;;;;;;;;;
cumul 2019-2020;0390013C;Lycée polyvalent Jacques Duhamel;BOURGOGNE-FRANCHE-COMTE;dont élèves en voie pro sco;42.0;46.0;45.0;1.0;49.0;;;;;
cumul 2019-2020;0390033Z;Lycée polyvalent Hyacinthe Friant - Lycée des métiers de l'hôtellerie, de la restauration et du sanitaire et du social;BOURGOGNE-FRANCHE-COMTE;ensemble;42.0;55.0;53.0;1.0;68.0;;;;;
cumul 2019-2020;0390091M;Lycée général et technologique privé Jeanne d'Arc;BOURGOGNE-FRANCHE-COMTE;ensemble;35.0;59.0;58.0;1.0;59.0;;;;;
cumul 2019-2020;0400007R;Lycée polyvalent de Borda;NOUVELLE-AQUITAINE;dont élèves en voie pro sco;51.0;49.0;46.0;3.0;59.0;;;;;
cumul 2019-2020;0400883T;Lycée professionnel privé Saint Joseph;NOUVELLE-AQUITAINE;ensemble;78.0;;;;;;;;;
cumul 2019-2020;0401002X;Lycée polyvalent Haroun Tazieff - Lycée des métiers du bois;NOUVELLE-AQUITAINE;ensemble;35.0;47.0;49.0;-2.0;56.0;;;;;
cumul 2019-2020;0420043U;Lycée général et technologique Jean Monnet;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;41.0;62.0;62.0;;67.0;;;;;
cumul 2019-2020;0421691K;Lycée professionnel Pierre Desgranges - Lycée des métiers énergie et équipements communicants - Lycée des métiers ouvrages métalliques du bâtiment;AUVERGNE-RHONE-ALPES;ensemble;61.0;30.0;33.0;-3.0;36.0;;;;;
cumul 2019-2020;0421691K;Lycée professionnel Pierre Desgranges - Lycée des métiers énergie et équipements communicants - Lycée des métiers ouvrages métalliques du bâtiment;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;61.0;31.0;32.0;-1.0;37.0;;;;;
cumul 2019-2020;0421788R;Lycée général et technologique du Forez;AUVERGNE-RHONE-ALPES;ensemble;65.0;;;;;;;;;
cumul 2019-2020;0430023S;Lycée professionnel Auguste Aymard;AUVERGNE-RHONE-ALPES;dont apprentis;;;;;;;;;;
cumul 2019-2020;0440352U;Lycée professionnel Louis Armand;PAYS DE LA LOIRE;ensemble;43.0;42.0;38.0;3.0;51.0;;;;;
cumul 2019-2020;0451304Y;Lycée professionnel Hôtelier de l'Orléanais- Lycée des métiers de l'hôtellerie et de la restauration;CENTRE-VAL DE LOIRE;ensemble;32.0;49.0;46.0;3.0;60.0;;;;;
cumul 2019-2020;0470020S;Lycée polyvalent Val de Garonne - Lycée des métiers des techniques innovantes;NOUVELLE-AQUITAINE;ensemble;43.0;51.0;46.0;5.0;52.0;;;;;
cumul 2019-2020;0470029B;Lycée professionnel Jacques de Romas - Lycée des métiers de l'hôtellerie restauration et des services à la personne;NOUVELLE-AQUITAINE;dont élèves en voie pro sco;48.0;43.0;39.0;4.0;58.0;;;;;
cumul 2019-2020;0470038L;Lycée polyvalent Georges Leygues - Louis Couffignal;NOUVELLE-AQUITAINE;ensemble;51.0;35.0;36.0;-1.0;42.0;;;;;
cumul 2019-2020;0490904S;Lycée polyvalent privé Jeanne Delanoue - Lycée des métiers de la santé, du social et de l'hôtellerie restauration;PAYS DE LA LOIRE;ensemble;35.0;42.0;43.0;-1.0;58.0;;;;;
cumul 2019-2020;0501219D;Lycée polyvalent Curie-Corot;NORMANDIE;dont apprentis;60.0;;;;;;;;;
cumul 2019-2020;0510038P;Lycée professionnel Europe - Lycée des métiers des soins personnels et services à la personne;GRAND EST;ensemble;45.0;35.0;34.0;;43.0;;;;;
cumul 2019-2020;0560105K;Lycée polyvalent privé La Mennais - Lycée des métiers de l'électricité et des services à l'entreprise;BRETAGNE;ensemble;57.0;59.0;47.0;12.0;68.0;;;;;
cumul 2019-2020;0561627P;Lycée général et technologique Charles de Gaulle;BRETAGNE;ensemble;27.0;63.0;55.0;8.0;71.0;;;;;
cumul 2019-2020;0572022N;Lycée Polyvalent Régional Felix Mayer;GRAND EST;ensemble;38.0;41.0;40.0;1.0;49.0;;;;;
cumul 2019-2020;0580014A;Lycée polyvalent Pierre Gilles de Gennes - Lycée des métiers;BOURGOGNE-FRANCHE-COMTE;dont élèves en voie pro sco;47.0;24.0;35.0;-11.0;36.0;;;;;
cumul 2019-2020;0590117G;Lycée général et technologique Louis Pasteur;HAUTS-DE-FRANCE;ensemble;31.0;;;;;;;;;
cumul 2019-2020;0590144L;Lycée professionnel Automobile Alfred Mongy - Lycée des Métiers de la maintenance des véhicules;HAUTS-DE-FRANCE;ensemble;27.0;58.0;54.0;4.0;67.0;;;;;
cumul 2019-2020;0590185F;LPO Jean Moulin - Lycée des métiers de la sécurité et de la prévention - Lycée des métiers des services administratifs et de la relation aux clients;HAUTS-DE-FRANCE;ensemble;37.0;47.0;45.0;2.0;45.0;;;;;
cumul 2019-2020;0590252D;Lycée professionnel Louis-Léopold Boilly;HAUTS-DE-FRANCE;dont élèves en voie pro sco;54.0;30.0;28.0;2.0;40.0;;;;;
cumul 2019-2020;0590257J;Lycée professionnel Ile de Flandre;HAUTS-DE-FRANCE;dont élèves en voie pro sco;55.0;19.0;29.0;-10.0;32.0;;;;;
cumul 2019-2020;0593063J;Lycée professionnel privé Sainte Marie;HAUTS-DE-FRANCE;ensemble;67.0;23.0;31.0;-8.0;34.0;;;;;
cumul 2019-2020;0594375K;Lycée professionnel Dinah Derycke;HAUTS-DE-FRANCE;ensemble;55.0;44.0;42.0;2.0;48.0;;;;;
cumul 2019-2020;0594653M;Lycée professionnel André Jurénil;HAUTS-DE-FRANCE;ensemble;57.0;19.0;21.0;-3.0;33.0;;;;;
cumul 2019-2020;0600003C;Lycée professionnel Jean-Baptiste Corot - Lycée des métiers de l'habitat et du commerce;HAUTS-DE-FRANCE;dont élèves en voie pro sco;52.0;29.0;29.0;-1.0;35.0;;;;;
cumul 2019-2020;0600015R;Lycée d'enseignement général et technologique Mireille Grenet;HAUTS-DE-FRANCE;ensemble;41.0;54.0;49.0;4.0;54.0;;;;;
cumul 2019-2020;0601832R;Lycée général et technologique Jean Monnet;HAUTS-DE-FRANCE;ensemble;31.0;46.0;55.0;-10.0;51.0;;;;;
cumul 2019-2020;0610721C;Lycée professionnel privé Jeanne d'Arc;NORMANDIE;ensemble;68.0;49.0;43.0;6.0;56.0;;;;;
cumul 2019-2020;0620042J;Lycée général et technologique André Malraux;HAUTS-DE-FRANCE;ensemble;35.0;49.0;47.0;2.0;53.0;;;;;
cumul 2019-2020;0620109G;Lycée général et technologique Auguste Béhal;HAUTS-DE-FRANCE;ensemble;29.0;56.0;49.0;7.0;61.0;;;;;
cumul 2019-2020;0620110H;Lycée professionnel Auguste Béhal - Lycée des Métiers de la personne, santé, social - Lycée des Métiers de Construction bois et matériaux;HAUTS-DE-FRANCE;dont apprentis;32.0;67.0;66.0;1.0;70.0;;;;;
cumul 2019-2020;0630078T;Lycée professionnel Germaine Tillion;AUVERGNE-RHONE-ALPES;dont élèves en voie pro sco;55.0;25.0;28.0;-3.0;50.0;;;;;
cumul 2019-2020;0631068U;Lycée général et technologique privé Godefroy de Bouillon;AUVERGNE-RHONE-ALPES;ensemble;47.0;47.0;51.0;-4.0;58.0;;;;;
cumul 2019-2020;0640044A;Lycée général Albert Camus - Lycée des métiers de la Chimie;NOUVELLE-AQUITAINE;ensemble;21.0;19.0;31.0;-12.0;42.0;;;;;
cumul 2019-2020;0650014M;Lycée professionnel de l'Arrouza - Lycée des métiers de l'hôtellerie-restauration, du commerce et du web-marketing;OCCITANIE;ensemble;36.0;33.0;39.0;-6.0;43.0;;;;;
cumul 2019-2020;0650027B;Lycée général et technologique Jean Dupuy;OCCITANIE;ensemble;38.0;57.0;55.0;3.0;67.0;;;;;
cumul 2019-2020;0650874X;Lycée professionnel Lautréamont - Lycée des métiers de l'hôtellerie-restauration, de l'alimentation et des services tertiaires;OCCITANIE;dont apprentis;19.0;59.0;59.0;;77.0;;;;;
cumul 2019-2020;0660004W;Lycée polyvalent Déodat de Séverac, lycée des métiers du transport-logistique et du commerce;OCCITANIE;ensemble;40.0;33.0;30.0;3.0;51.0;;;;;
cumul 2019-2020;0670043H;Lycée professionnel Camille Schneider;GRAND EST;ensemble;45.0;33.0;29.0;4.0;40.0;;;;;
cumul 2019-2020;0670114K;Lycée polyvalent Stanislas - Lycée des métiers;GRAND EST;dont apprentis;47.0;60.0;71.0;-10.0;72.0;;;;;
cumul 2019-2020;0672305S;Lycée professionnel privé Institution Sainte Clotilde - Lycée des métiers;GRAND EST;ensemble;48.0;30.0;32.0;-2.0;46.0;;;;;
cumul 2019-2020;0672614C;Lycée polyvalent Georges Imbert;GRAND EST;ensemble;40.0;28.0;34.0;-5.0;40.0;;;;;
